open_time,trade_id,direction,entry_price,exit_price,pnl_usd,exit_reason,grade,hour,day_of_week,session,m15_atr,m15_atr_ratio,m15_rsi,m15_vol_z,m15_body_ratio,m15_spread,vol_spike,vol_abnormal,h4_trend,h4_ema20,h4_rsi,h4_atr,counter_trend,h4_trend_strength,h4_consec_bear,h4_consec_bull,price_extension,group
2024-09-11 15:00:00+00:00,1008,SHORT,2519.2099999999996,2513.1718106237736,241.53,TP,A+,15,Wednesday,NY,242.3,1.2,41.3,1.15,0.84,15.0,False,False,UP,2509.65,50.3,1090.3,True,347.2,1,0,0.13,WIN
2024-09-12 14:15:00+00:00,1010,LONG,2515.8500000000004,2522.681309722668,307.41,TP,A+,14,Thursday,NY,219.6,1.32,47.0,1.69,0.08,15.0,False,False,UP,2513.37,61.9,1104.3,False,286.7,0,4,1.4,WIN
2024-09-13 14:45:00+00:00,1013,LONG,2567.3700000000003,2573.7514112279205,165.92,TP,B,14,Friday,NY,291.7,1.19,51.0,0.15,0.71,15.0,False,False,UP,2536.89,79.6,1170.6,False,1720.0,0,7,3.33,WIN
2024-09-16 10:45:00+00:00,1015,LONG,2582.1600000000003,2586.8162823432617,190.91,TP,A+,10,Monday,London,252.7,1.0,41.8,1.3,0.37,15.0,False,False,UP,2555.36,78.8,1064.2,False,2381.1,0,3,2.96,WIN
2024-09-20 08:45:00+00:00,1020,LONG,2594.5600000000004,2600.9906909510346,276.52,TP,B,8,Friday,London,180.8,0.76,66.7,-0.54,0.32,15.0,False,False,UP,2579.69,65.1,1397.6,False,1681.7,0,3,2.15,WIN
2024-09-20 13:00:00+00:00,1021,LONG,2608.19,2614.7762753583097,184.42,TP,B,13,Friday,NY,282.5,1.31,64.6,-0.47,0.7,15.0,False,False,UP,2583.02,71.7,1437.1,False,2110.0,0,4,2.27,WIN
2024-09-24 15:15:00+00:00,1024,LONG,2627.28,2638.6989144433715,365.41,TP,A+,15,Tuesday,NY,340.2,1.37,44.6,1.58,0.28,15.0,False,False,UP,2614.52,64.9,1274.9,False,2582.3,0,1,1.46,WIN
2024-10-03 10:00:00+00:00,1032,SHORT,2653.97,2645.1772190235697,422.05,TP,A+,10,Thursday,London,223.4,0.97,44.9,1.3,0.57,15.0,False,False,UP,2652.66,47.0,1236.4,True,872.6,3,0,0.61,WIN
2024-10-04 15:00:00+00:00,1034,SHORT,2656.9399999999996,2650.18,331.24,TP,A+,15,Friday,NY,220.6,1.21,40.8,2.78,0.85,15.0,False,True,UP,2653.3,41.3,1296.1,True,298.6,2,0,1.12,WIN
2024-10-08 09:15:00+00:00,1035,SHORT,2640.98,2633.3374570677975,206.35,TP,B,9,Tuesday,London,311.8,1.01,44.4,0.08,1.0,15.0,False,False,DOWN,2647.44,45.1,1356.3,False,171.0,2,0,0.7,WIN
2024-10-10 15:00:00+00:00,1038,LONG,2614.15,2621.17,343.98,TP,A+,15,Thursday,NY,230.3,1.06,47.5,1.64,0.47,15.0,False,False,DOWN,2625.03,47.8,1349.3,True,1335.4,0,4,0.0,WIN
2024-10-16 08:30:00+00:00,1040,LONG,2668.38,2673.7319860834286,219.43,TP,B,8,Wednesday,London,208.9,0.8,62.0,0.23,0.38,15.0,False,False,UP,2653.53,67.7,1207.5,False,710.6,0,2,2.15,WIN
2024-10-16 14:00:00+00:00,1041,LONG,2675.6800000000003,2682.2116609222417,222.08,TP,B,14,Wednesday,NY,257.5,1.13,52.8,0.28,0.45,15.0,False,False,UP,2656.22,69.2,1203.4,False,839.9,0,3,2.12,WIN
